Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Date,Date_reference,Date_sort,Date_hierarchy,Area,Area_reference,Area_sort,Area_hierarchy,Register,Register_reference,Register_sort,Register_hierarchy,Notes
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Cardiff East,CC411,41,W11000029,Patients registered at GP practice,LIST,1,,Not Applicable
10.1,10.061277458478225,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Cardiff East,CC411,41,W11000029,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Cardiff South East,CC412,42,W11000029,Patients registered at GP practice,LIST,1,,Not Applicable
8.7,8.659656894995118,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Cardiff South East,CC412,42,W11000029,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,City & Cardiff South,CC413,43,W11000029,Patients registered at GP practice,LIST,1,,Not Applicable
6.3,6.272106561776421,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,City & Cardiff South,CC413,43,W11000029,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Cardiff North,CC421,44,W11000029,Patients registered at GP practice,LIST,1,,Not Applicable
8.1,8.098456254842974,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Cardiff North,CC421,44,W11000029,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Cardiff South West,CC422,45,W11000029,Patients registered at GP practice,LIST,1,,Not Applicable
8.3,8.342859869145881,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Cardiff South West,CC422,45,W11000029,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Cardiff West,CC423,46,W11000029,Patients registered at GP practice,LIST,1,,Not Applicable
7.8,7.822731744596584,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Cardiff West,CC423,46,W11000029,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Central Vale,CC431,47,W11000029,Patients registered at GP practice,LIST,1,,Not Applicable
10.6,10.557358426389213,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Central Vale,CC431,47,W11000029,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Eastern Vale,CC432,48,W11000029,Patients registered at GP practice,LIST,1,,Not Applicable
6.4,6.361127440003068,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Eastern Vale,CC432,48,W11000029,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Western Vale,CC433,49,W11000029,Patients registered at GP practice,LIST,1,,Not Applicable
8.4,8.376119566023304,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Western Vale,CC433,49,W11000029,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North Cynon,CC501,50,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
13.4,13.369348223410585,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North Cynon,CC501,50,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North Merthyr Tydfil,CC502,51,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
11.9,11.947352997123986,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North Merthyr Tydfil,CC502,51,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North Rhondda,CC503,52,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
14.3,14.256735129511863,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North Rhondda,CC503,52,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North Taf Ely,CC504,53,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
11.6,11.640671039165971,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North Taf Ely,CC504,53,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Cynon,CC505,54,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
14,14.046854162957567,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Cynon,CC505,54,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Merthyr Tydfil,CC506,55,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
8.7,8.696079941,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Merthyr Tydfil,CC506,55,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Rhondda,CC507,56,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
13.6,13.570836461611512,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Rhondda,CC507,56,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Taf Ely,CC508,57,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
8.3,8.322543320253317,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Taf Ely,CC508,57,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Blaenau Gwent East,CC601,58,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
15,14.971293333938783,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Blaenau Gwent East,CC601,58,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Blaenau Gwent West,CC602,59,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
15.8,15.812715855121748,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Blaenau Gwent West,CC602,59,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Caerphilly East,CC603,60,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
10.3,10.283990889219751,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Caerphilly East,CC603,60,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Caerphilly North,CC604,61,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
15.3,15.341880484493714,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Caerphilly North,CC604,61,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Caerphilly South,CC605,62,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
10.1,10.123601278695649,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Caerphilly South,CC605,62,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Monmouthshire North,CC606,63,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
14.5,14.49565826,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Monmouthshire North,CC606,63,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Monmouthshire South,CC607,64,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
11.3,11.258770501597352,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Monmouthshire South,CC607,64,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Newport East,CC609,66,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
8.3,8.278657984820942,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Newport East,CC609,66,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Newport West,CC610,67,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
11.1,11.053479552771682,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Newport West,CC610,67,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Torfaen North,CC611,68,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
12.1,12.123395431459064,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Torfaen North,CC611,68,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Torfaen South,CC612,69,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
9.3,9.340748114,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Torfaen South,CC612,69,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Mid Powys,CC701,70,W11000024,Patients registered at GP practice,LIST,1,,Not Applicable
10.9,10.872512499240608,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Mid Powys,CC701,70,W11000024,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North Powys,CC702,71,W11000024,Patients registered at GP practice,LIST,1,,Not Applicable
11.9,11.94133874159674,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North Powys,CC702,71,W11000024,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Powys,CC703,72,W11000024,Patients registered at GP practice,LIST,1,,Not Applicable
8.7,8.663322422105733,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Powys,CC703,72,W11000024,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Aber Medical Centre,W00005,77,CC605,Patients registered at GP practice,LIST,1,,Not Applicable
9.1,9.079892033148587,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Aber Medical Centre,W00005,77,CC605,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Caritas Surgery,W00007,78,CC113,Patients registered at GP practice,LIST,1,,Not Applicable
13.7,13.688385982038564,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Caritas Surgery,W00007,78,CC113,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Uwchaled Medical Practice,W00065,79,CC105,Patients registered at GP practice,LIST,1,,Not Applicable
17.8,17.76112085473896,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Uwchaled Medical Practice,W00065,79,CC105,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Argyle Medical Group,W00067,80,CC206,Patients registered at GP practice,LIST,1,,Not Applicable
11.4,11.396836902635028,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Argyle Medical Group,W00067,80,CC206,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Bradley's Practice,W00076,81,CC110,Patients registered at GP practice,LIST,1,,Not Applicable
9.2,9.216717651,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Bradley's Practice,W00076,81,CC110,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Ashgrove Medical Centre,W00133,82,CC202,Patients registered at GP practice,LIST,1,,Not Applicable
8,7.976384065,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Ashgrove Medical Centre,W00133,82,CC202,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,The Llwynhendy Health Centre,W00134,83,CC202,Patients registered at GP practice,LIST,1,,Not Applicable
12.7,12.690606194483728,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,The Llwynhendy Health Centre,W00134,83,CC202,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Rosedale Medical Practice,W00141,84,CC301,Patients registered at GP practice,LIST,1,,Not Applicable
7.1,7.084283798696353,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Rosedale Medical Practice,W00141,84,CC301,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Amman Tawe Partnership,W00142,85,CC201,Patients registered at GP practice,LIST,1,,Not Applicable
8.2,8.177384833136161,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Amman Tawe Partnership,W00142,85,CC201,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Amman Tawe Partnership,W00143,86,CC311,Patients registered at GP practice,LIST,1,,Not Applicable
7.9,7.905452157521011,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Amman Tawe Partnership,W00143,86,CC311,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Waterside Medical Practice,W00144,87,CC309,Patients registered at GP practice,LIST,1,,Not Applicable
7.3,7.3026732958721245,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Waterside Medical Practice,W00144,87,CC309,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Plas Meddyg Surgery,W91002,88,CC103,Patients registered at GP practice,LIST,1,,Not Applicable
7.8,7.837937937236251,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Plas Meddyg Surgery,W91002,88,CC103,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Clarence Medical Centre,W91003,89,CC111,Patients registered at GP practice,LIST,1,,Not Applicable
6.7,6.748101398838348,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Clarence Medical Centre,W91003,89,CC111,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Strathmore Medical Practice,W91004,90,CC114,Patients registered at GP practice,LIST,1,,Not Applicable
8.3,8.269545548064606,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Strathmore Medical Practice,W91004,90,CC114,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Pendre Surgery,W91005,91,CC108,Patients registered at GP practice,LIST,1,,Not Applicable
15.7,15.723484703880809,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Pendre Surgery,W91005,91,CC108,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Pen y Maes Health Centre,W91006,92,CC113,Patients registered at GP practice,LIST,1,,Not Applicable
9.1,9.112111703194214,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Pen y Maes Health Centre,W91006,92,CC113,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Cadwgan Surgery,W91007,93,CC104,Patients registered at GP practice,LIST,1,,Not Applicable
4.2,4.244885820974447,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Cadwgan Surgery,W91007,93,CC104,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Healthy Prestatyn Iach,W91009,94,CC111,Patients registered at GP practice,LIST,1,,Not Applicable
8.2,8.234375592088783,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Healthy Prestatyn Iach,W91009,94,CC111,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Canolfan Iechyd Llangollen Health Centre,W91010,95,CC112,Patients registered at GP practice,LIST,1,,Not Applicable
8.8,8.789311183627953,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Canolfan Iechyd Llangollen Health Centre,W91010,95,CC112,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Hope Family Medical Centre,W91013,96,CC110,Patients registered at GP practice,LIST,1,,Not Applicable
9.2,9.215113138006801,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Hope Family Medical Centre,W91013,96,CC110,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Kinmel Bay Medical Centre,W91014,97,CC104,Patients registered at GP practice,LIST,1,,Not Applicable
13.2,13.181408048433155,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Kinmel Bay Medical Centre,W91014,97,CC104,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,The Stables Medical Practice,W91015,98,CC106,Patients registered at GP practice,LIST,1,,Not Applicable
6.3,6.277797508662697,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,The Stables Medical Practice,W91015,98,CC106,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Bryn Darland Surgery,W91016,99,CC113,Patients registered at GP practice,LIST,1,,Not Applicable
11.9,11.930118445833887,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Bryn Darland Surgery,W91016,99,CC113,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Pendre Surgery,W91017,100,CC110,Patients registered at GP practice,LIST,1,,Not Applicable
8.7,8.708764941259318,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Pendre Surgery,W91017,100,CC110,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Roseneath Medical Practice,W91018,101,CC110,Patients registered at GP practice,LIST,1,,Not Applicable
8,7.9631284250046335,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Roseneath Medical Practice,W91018,101,CC110,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Gardden Road Surgery,W91019,102,CC112,Patients registered at GP practice,LIST,1,,Not Applicable
9.1,9.066433344986136,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Gardden Road Surgery,W91019,102,CC112,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Marches Medical Practice,W91021,103,CC106,Patients registered at GP practice,LIST,1,,Not Applicable
11.3,11.286547052935086,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Marches Medical Practice,W91021,103,CC106,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Plas y Bryn Medical Centre,W91022,104,CC114,Patients registered at GP practice,LIST,1,,Not Applicable
12.8,12.760482525771232,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Plas y Bryn Medical Centre,W91022,104,CC114,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Pen y Bont Surgery,W91023,105,CC103,Patients registered at GP practice,LIST,1,,Not Applicable
11.9,11.855332018986802,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Pen y Bont Surgery,W91023,105,CC103,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Chirk Surgery,W91024,106,CC112,Patients registered at GP practice,LIST,1,,Not Applicable
12.1,12.07668999449862,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Chirk Surgery,W91024,106,CC112,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Alyn Family Doctors,W91025,107,CC113,Patients registered at GP practice,LIST,1,,Not Applicable
11.3,11.311852131701546,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Alyn Family Doctors,W91025,107,CC113,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Overton Medical Practice,W91026,108,CC112,Patients registered at GP practice,LIST,1,,Not Applicable
13.7,13.652506652087744,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Overton Medical Practice,W91026,108,CC112,Obesity (patients aged 16+),OB,16,,
